	CHRF_R_02_056_35	CHRF_R_02_056_02	s01_016_31	PID_1316_01-038-03	PID_1316_02-115-31	s01_038_31	PID_1316_03-012-01	CHRF_01_056_02	PID_1316_03-038-01	PID_1316_03-016-01	CHRF_03_063_01	PID_1316_02-111-31	PID_1316_02-029-02	PID_1316_01-056-01	PID_1316_01-115-01	PID_1316_01-046-33	CHRF_02_061_02	PID_1316_01-111-33	PID_1316_R-02-070-35	PID_1316_R-02-070-02	A01_008_01	PID_1316_02-012-01	PID_1316_01-046-01	PID_1316_02-093-02	PID_1316_02-038-01	CHRF_02_063_01	s01_016_03	PID_1316_02-111-03	s01_023_35	PID_1316_02-070-35	PID_1316_03-038-03	PID_1316_03-016-03	PID_1316_02-111-33	PID_1316_01-012-01	A02_008_01	PID_1316_01-093-02	PID_1316_03-111-01	A01_007_35	PID_1316_01-111-03	PID_1316_03-115-01	PID_1316_01-070-35	PID_1316_01-070-02	PID_1316_02-038-03	PID_1316_02-016-03	PID_1316_01-061-01	PID_1316_01-115-31	CHRF_02_056_35	PID_1316_01-111-31	A01_008_03	PID_1316_01-056-31	PID_1316_03-061-03	PID_1316_02-111-01	A01_048_01	s01_038_01	PID_1316_02-115-01	s01_016_01	CHRF_02_056_01	PID_1316_01-061-02	PID_1316_D-01-111-01	PID_1316_01-115-32	CHRF_R_02_056_31	PID_1316_01-039-33	PID_1316_02-115-02	s01_038_35	PID_1316_01-034-31	PID_1316_02-111-02	s01_023_03	PID_1316_01-016-02	PID_1316_01-039-01	PID_1316_01-038-02	PID_1316_01-093-01	s01_023_31	PID_1316_01-012-02	s01_029_01	s01_029_36	PID_1316_03-063-03	PID_1316_01-070-01	PID_1316_01-063-01	CHRF_02_063_32	CHRF_02_063_02	CHRF_02_063_35	A01_007_31	PID_1316_02-093-01	PID_1316_01-063-31	PID_1316_02-038-02	s02_007_01	PID_1316_02-012-02	CHRF_R_03_056_01	CHRF_03_061_01	PID_1316_02-070-01	s01_023_01	PID_1316_01-012-32	PID_1316_01-039-31	PID_1316_01-093-31	s01_008_02	CHRF_01_063_32	s01_020_01	PID_1316_03-093-01	PID_1316_01-034-01	PID_1316_R-03-070-01	PID_1316_01-039-03	CHRF_02_061_01	PID_1316_03-070-01	PID_1316_01-063-03	PID_1316_01-115-02	PID_1316_01-111-02	PID_1316_02-029-36	PID_1316_02-029-01	PID_1316_01-056-35
Cluster 287|blaCTX-M-9_1_AF174129|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4409748575933214	30.09596220207976	0.0	0.0	0.0	0.0	0.0	3.4116952887203773	0.0	0.0	0.0	0.0	241.56928911937536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1.375045167139889	3.1594404132468443	0.0	0.0	0.0	0.0	0.7423214840984012	1.0805775319511919	0.0	0.0	0.0	0.0	0.0	0.0	2.770423630533368	0.0	5.218942001777498	0	0.0	0.0	1.4842361655347014	5.908069470121516	18.142520936477048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6800246024818817	0	0.0	0.0	29711.097346647934	0.0	0	8.163585385311066	1.8439786962596532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	35.25330963860332	0.0	214.18331533923873	0.0	0.0	1.3963525835068347	0.0	0.0	0.0	0.0	0.0	0.0	1.3897957779256473	0.0	0.0	0.0	0.0	0.0	0.0	0.9674452693282688	0.0	0.0	12.82365231364848	1.657874987384504	0.0	0.0	0.0
Cluster 288|blaPLA-6A_1_DQ251478|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78330312295984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 289|blaCTX-M-4_1_Y14156|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5444247990263755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5.549380759584366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	1.8439786962596532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 290|blaCTX-M-8_1_AF189721|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.32017586673041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5779374950681564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.156739511583755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 291|blaCTX-M-25_1_AF518567|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.560110711168468	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 292|blaCTX-M-64_1_AB284167|beta-lactam	1.2168617248554003	0.0	0.0	0.0	0.0	0.0	0.0	1.1100770940327236	0.0	0.0	0.0	0.0	0.0	0.7722123995131878	0.0	0.0	1.2106531198521213	0.0	1.5848234165343016	22.51718890555449	0.0	0.0	0.0	0.0	16.247138029267727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	27.500903342797777	0.0	0.0	1.2813672069186945	0.0	0.0	23.754287491148837	4.3223101278047675	0.0	0.0	0.0	0.0	0.0	0.0	9.696482706866789	0.0	78.28413002666248	0	0.0	30.668641198490892	0.0	0.0	113.58795716750848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5200369037228225	0	0.0	0.0	281.5768246457591	0.0	0	69.39047577514407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	269.2623477569184	0.0	1.6607875084119994	3.5666926150687797	0.8417966204650351	6.981762917534173	0.0	0.0	0.0	0.0	0.0	0.0	12.508162001330826	0.0	0.0	0.0	0.0	0.0	0.0	20.316350655893643	0.0	0.0	30.776765552756352	0.0	0.0	0.0	0.0
Cluster 293|blaOXY-1-1_1_Z30177|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7722123995131878	0.0	0.0	0.0	0.0	0.0	0.0	3.6968910591676805	0.0	0.0	0.0	0.0	0.0	6.895616795335795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.97169471967237	52.257702568170934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	4.529274002307828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3268819888740282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 294|blaKLUC-3_1_JX185316|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.03876119367144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 300|blaOXY-2-1_1_AJ871866|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.345257220192316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 302|blaL1_3_EF126059|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.590324624290293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	23.33903484560496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.968131025801289	0.0	0.0	0.0
Cluster 304|ant(6)-Ia_3_KF864551|aminoglycoside	1246.1967842938786	1554.5559860490805	16.057571489392156	372.75195311949057	0.0	0.0	273.81558080751586	0.0	10.951219937228723	8.355499405609269	0.0	140.19467440858207	58.99630065663276	146.9409880216523	26.75983083933494	0.0	0.0	3.548531141955433	531.9346595924774	44.18145398892889	125.69429601170113	84.83299663172417	15.869904783903976	0.0	0.0	16.983874490526226	16.68105351929194	0.0	659.6696701621588	126.41770077048217	41.063728941088605	0.0	0.0	1312.3785519352523	0	0.0	567.7965771235043	43.61125116783662	1.6932352377139892	0.0	0.0	3.923699273091549	101.38132772984932	1.0137581703484924	1702.7794762162598	24.11801489124256	114.0094769237598	28.14179898307358	237.69244727047527	20.135043171912155	17.297123615476604	0.0	0	104.49682162467346	11.57897677902207	49.03280189712853	0.0	0.0	47.7528739112106	24.074839237853507	20.9444427293273	0.0	0.0	26.75274821173038	0.0	0.0	0	0.0	28.831171325272074	0.0	14.461969539476657	0	0.0	25.585204410602685	12.17436006480704	16.814802924689214	1224.5941056484803	485.11684168496475	5.324793670635016	13.383319854545798	0.0	0	0.0	3379.692144033543	0.0	64.41277020308736	76.75381328740124	0.0	60.548818038901935	0.0	429.7122358779794	5.754608486132383	0.0	1951.1883741070592	0.0	256.5858884873167	2079.700443275671	0.0	476.20718407393105	12.27365839708476	280.1493980710033	11025.006289264951	0.0	69.99081065195746	0.0	0.0	34.1197247493565	175.16766863457812	17.738437235165133
Cluster 308|blaCARB-1_1_AF313471|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.920178079101547	0.0	0.0	0.0	0.0	0.0	33.44978854916867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3064649418897227	0	0.0	41.749748317904725	0.0	0.0	58.13920287431951	10.272992868817086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	160.4989282523567	0.0	0.0	0.0	0.0	5.505582302591979	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.66878061825764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 309|blaCARB-4_1_FJ785525|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	16.04989282523567	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	480.509808592054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 310|blaCARB-7_1_AF409092|beta-lactam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	312.97291009209556	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 311|ant(6)-Ia_2_KF421157|aminoglycoside	0.0	0.0	0.0	16.119003378140132	0.0	0.0	0.0	87.07444725592683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.86206316619092	30.46003249547937	109.29475917222733	0.0	3.029585416383695	0.0	0.0	0.0	0.0	15.389289141322392	323.37297029961934	0.0	3.9020108817978802	1.3360398383031065	212.38173729441004	1.3526875415888011	0.0	0.0	0.0	0	14.24546793156925	2.3379859058026646	179.09687146258238	1.896423466239668	0.0	161.0805281830519	0.0	3.1985094945755277	0.0	1.096672233100754	36.40771639234529	113.50276813743199	0.0	0.0	2.050113486594692	7.264791918500174	0.0	0	0.0	0.0	1.0983347624956792	1824.5694008927273	113.24088285394109	0.0	80.89145983918777	304.9510861390055	17.129586607404008	0.0	179.77846798282815	101.74316095189977	0.0	0	39.807213664224165	0.0	432.5257143884877	0.0	0	1.0068421975216981	0.0	3.4088208181459714	0.0	0.0	0.0	0.0	1.249109853090941	290.6535615707324	0	3.598268845871235	0.0	0.0	834.9151852860671	0.0	0.0	3.013985609047563	0.0	1.9367312039570905	438.2709823038423	69.8252448684056	2.639288621980563	0.0	0.0	0.0	0.0	1.8203141507262894	17.674068091802056	0.0	22.909103977693405	10.25839135344129	0.0	3.79580108483995	1017.0399897608978	38.21409171927928	0.0	486.7427177329312
Cluster 317|sul4_1_MG649393|sulphonamide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	17.9777375204299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.362437481387474	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	31.06129641203759	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 318|aac(3)-IIa_1_X51534|aminoglycoside	0.0	0.0	526.2504110841702	0.0	23.320731711651316	0.0	0.0	188.56173183637674	197.66499456948372	0.0	0.0	0.0	0.0	0.0	0.0	44.41477467825702	87.55223244021477	0.0	703.66159694123	299.5158309379335	0.0	0.0	0.0	0.0	4849.593460230642	0.0	0.0	13.302309824310955	0.0	0.0	135.2687541588801	0.0	0.0	0.0	0	6040.448415139428	0.0	0.0	19.39523999563297	0.0	0.0	2801.5212809873656	0.0	268.36943564134634	0.0	5.338374837587286	0.0	0.0	0.0	0.0	0.0	35.1092461937759	0	0.0	2825.7966512077046	0.0	135.7960816087021	14717.600215342343	0.0	0.0	0.0	3.8930878653190923	24.404660417579283	0.0	7.007104748753427	0.0	0	0.0	0.0	0.0	0.0	0	0.0	3.101236898254871	0.0	0.0	0.0	0.0	13.554020252525493	0.0	0.0	0	79411.34006325598	40.50307311801883	0.0	37.9906804302023	41.05671698904467	0.0	0.0	0.0	0.0	25.63416507458971	0.0	0.0	1237.6447265104691	0.0	0.0	0.0	0.0	0.0	0.0	1908.549642459827	0.0	0.0	7755.5117619798075	0.0	0.0	0.0	0.0
Cluster 320|blaLEN1_1_X04515|beta-lactam	0.0	0.0	6.812303056105764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.06321394619057	0.0	0.0	0.0	0.0	0.0	172.5624812757838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.653803968978263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	33.47570728762905	0.0	0.0	0.0	0.0	0.0	7.353866966915193	144.22879752287812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	3.6842198842342953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 321|blaOKP-A-1_1_AM051138|beta-lactam	77.76852659757694	0.0	0.0	34.80239365734801	0.0	0.0	13.186204874268576	0.0	7.602499791133989	3.544757323591811	0.0	0.0	50.05746722380962	0.0	0.0	0.0	16.28878743073763	0.0	235.97953660634798	5.737851167393362	0.0	0.0	0.0	0.0	0.0	0.0	7.961411906934789	0.0	0.0	0.0	3.0742898672472756	0.0	0.0	0.0	0	0.0	23.911219491163617	0.0	0.0	0.0	0.0	0.0	3.6346698801994632	20.01368666958609	0.0	0.0	0.0	0.0	0.0	0.0	95.17349152970196	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.754563141166044	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	27.911132084293836	0.0	6.584817928549622	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	311.6735118446911	53.726617907253676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9742788893051284	0.0	104.88398993872433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 322|blaTEM-1A_1_HM749966|beta-lactam	22.511941909824905	204.39316120104365	1942.4027266554206	119.35003697450651	73.07162602984081	94.88238569234348	181.4342475181315	37281.86749954467	2714.892688570742	14.179029294367243	0.0	1086.8366118044726	75.08620083571442	19.685873993331406	59.60144141488236	19936.4585347588	86.15911246258591	12414.748432854884	236.2372665966967	3745.0048593076367	49.992049550108405	0.0	3.3663434390099343	377.03062332507403	550.291342426323	43.231680521339484	9.4978247310801	1552.4806851682674	217.10647372425487	107.26350368404547	1608.6626242196014	6.215362509858187	396.42090068414325	102.74252922963308	0	5461.939280837063	159.4081299410908	0.0	40.94550665744739	1574.2402343406916	281.10644122854023	39.95039259875033	133.23934587152246	211.12362738080625	24.924368934108042	35937.44771421835	0.0	170.12996657949031	0.0	83.86827899705561	11.00726048257602	9723.413340613091	0	86.33070749853405	5477.271529998216	866.5151825407003	2032.9318404630105	23789.983504462623	60.7763849779044	818.69812157817	39.98484521053394	1211.9797222822344	1411.3205239056765	0.0	1244.314285383898	24429.460810156615	0	1251.1178696501079	0.0	61490.04922855473	134.17109539256097	0	46.90969329362457	18.607421389529225	0.0	67.49438376763365	4.568772146323444	0.0	90.24124010234078	5.677772059504278	23.0433584754809	0	63771.08360746033	123.42778597543632	446.7068104364438	2201.2494807715843	1587.0544739558306	679.8032314441164	47.94977105302944	617.8561059334173	0.0	4079.6870085251126	22.670534048183637	1044.0343867092963	0.0	3.2986248290380478	0.0	92.79110779734101	0.0	448.8987788866792	224.28382895420503	2320.5401449892966	1.9428771502729718	2.024527580841745	3901.8201701641283	42.04378900423309	31.017931590324093	6.7557778536751885	0.0
Cluster 324|ant(6)-Ib_1_FN594949|aminoglycoside	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.33448824333165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07282564829062	0.0	0.0	20.69997439516667	5.339556085218952	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	37.84786846406295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1149.0082321374816	0.0	0.0	0.0	0.0	0.0	0.0	52.24077589621099	16.960951327548077	157.50055233474947	86.81870467041325	2.7064444096446816	0.0	560.4245405037599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 331|blaLAP-1_1_EF026092|beta-lactam	30.805815245023556	0.0	0.0	0.0	0.0	0.0	67.61647912970804	0.0	26.40868348499175	8.20891169673893	0.0	0.0	0.0	0.0	0.0	6.050309863291978	0.0	0.0	6.17247014860728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	35.47871045578411	0.0	0.0	0.0	0.0	16.226979418165833	0.0	0	0.0	0.0	0.0	0.0	0	0.0	10.772717646569552	0.0	0.0	0.0	0.0	15.69412871345057	0.0	0.0	0	0.0	0.0	0.0	4.630443044124381	0.0	0.0	0.0	0.0	0.0	25.441426991322118	0.0	13.890992747266122	0.0	0.0	0.0	0.0	0.0	2.583928083596792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 333|aadK_1_M26879|aminoglycoside	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5028602677072647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cluster 335|blaVCC-1_1_KT818596|beta-lactam	0.0	0.0	0.0	0.0	17.101869921877633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
